loan_status,total_rec_prncp,sub_grade,emp_length,title,delinq_2yrs,loan_amnt,emp_title,inq_last_6mths,pub_rec,open_acc_6m,il_util,total_bc_limit,annual_inc,zip_code,addr_state,dti,mo_sin_old_il_acct,tot_coll_amt,inq_fi,total_cu_tl,bc_util,mort_acc,earliest_cr_line,last_credit_pull_d
Paid,352.09,A3,10+ years,Debt consolidation,0,14000,Screening Supervisor,0,0,1,46,46100,76000,331xx,FL,21.38,110,0,0,0,40.5,2,Dec-2005,Feb-2018
Paid,301.8,A3,10+ years,Home improvement,0,12000,Process Tech,1,0,2,88,79300,140000,775xx,TX,19.62,172,0,1,3,32.8,3,Jan-2000,Feb-2018
Paid,82.79,C1,10+ years,Debt consolidation,0,3600,Foreman,0,0,5,93,8500,85000,982xx,WA,8.88,126,0,2,6,80.8,1,Mar-2004,Dec-2017
Paid,192.68,C1,9 years,Credit card refinancing,0,16000,IBM BI Consultant,0,0,2,77,49400,120000,088xx,NJ,11.97,58,0,0,3,61.1,0,Dec-2006,Feb-2018
Paid,154.15,C1,2 years,Home improvement,0,12800,Mental Health worker,1,1,1,76,5600,35000,044xx,ME,53.05,259,0,2,1,50.5,3,May-1996,Dec-2017
Paid,304.2,A5,3 years,Credit card refinancing,0,12325,Office manager/sales,0,0,0,28,25000,18000,296xx,SC,24.87,112,0,0,2,24.7,1,Aug-1993,Feb-2018
Paid,185.23,C3,10+ years,Debt consolidation,0,16000,RN,1,0,1,NA,31600,100000,770xx,TX,25.96,136,0,1,0,79.2,1,May-1997,Feb-2018
Paid,311.48,B2,6 years,Debt consolidation,0,13000,General Manager,0,0,0,NA,14000,75000,282xx,NC,21.19,136,0,0,0,43.2,0,Nov-2005,Feb-2018
Paid,275.94,C1,4 years,Debt consolidation,0,12000,Teacher,0,0,2,47,8700,36000,393xx,MS,28.23,66,0,1,2,40,0,Sep-2010,Dec-2017
Paid,205.98,D1,2 years,Debt consolidation,0,9600,Teacher,0,0,1,54,0,46000,131xx,NY,58.28,87,0,1,0,NA,0,Sep-2010,Feb-2018
Paid,175.97,E2,10+ years,Major purchase,1,20000,Sr. Claims Analyst,0,1,1,49,4800,100000,786xx,TX,23.17,197,0,0,3,77,0,Jul-2001,Feb-2018
Paid,141.49,D5,10+ years,Debt consolidation,1,15000,Letter carrier,0,0,1,75,57400,70000,104xx,NY,26.5,48,191,2,0,51.7,0,Jun-1987,Feb-2018
Paid,1627.2,B4,5 years,Home improvement,0,10600,Cashier,0,0,1,NA,15700,9800,023xx,MA,6.13,NA,0,0,0,2.5,0,Apr-2014,Feb-2018
Paid,319.28,B3,10+ years,Credit card refinancing,0,25000,Administrative Assistant,0,0,1,NA,48200,75000,208xx,MD,16.95,NA,0,0,0,30.3,0,Dec-1983,Dec-2017
Paid,166.02,D2,10+ years,Debt consolidation,0,16000,Marketing Manager,0,0,1,66,44400,86500,981xx,WA,27.83,147,6818,0,2,59.4,0,Jun-2001,Feb-2018
Paid,124.52,D2,10+ years,Home improvement,3,12000,Project Foreman,0,0,1,NA,30300,67000,334xx,FL,7.24,115,0,2,1,59.7,3,Jun-2000,Dec-2017
Paid,812.63,B5,2 years,Credit card refinancing,0,35000,RTS,0,0,1,39,44000,75000,104xx,NY,26.28,202,0,0,0,65.7,0,Feb-2001,Feb-2018
Paid,416.26,D3,3 years,Debt consolidation,0,20000,Credit Analyst,0,0,0,NA,12300,48000,917xx,CA,28.88,19,0,1,0,100.7,2,Sep-2009,Dec-2017
Paid,366.58,B2,< 1 year,Debt consolidation,0,7200,Sales,0,0,0,72,8200,40000,801xx,CO,9.18,20,0,0,0,35.7,2,Sep-2011,Feb-2018
Paid,169.07,D2,6 years,Home improvement,0,8000,President,0,0,1,97,18600,114536,321xx,FL,23.89,129,0,0,0,99.2,2,Jun-2006,Feb-2018
Paid,161.88,C3,7 years,Other,0,7200,cna,3,0,2,53,30500,30000,469xx,IN,17.8,32,0,0,0,45.3,1,Jul-2000,Feb-2018
Paid,142.69,B3,10+ years,Credit card refinancing,0,6000,sale,1,0,0,66,26800,90000,190xx,PA,16.52,171,0,0,0,74.4,1,May-2000,Feb-2018
Paid,463.06,C3,10+ years,Debt consolidation,1,40000,Auto Damage Supervisor,0,1,1,57,43700,88000,327xx,FL,29.92,159,0,0,0,43.3,4,Nov-2001,Feb-2018
Paid,199.74,C2,5 years,Debt consolidation,0,17025,Director of Social Work,0,0,0,69,36500,65000,275xx,NC,19.33,150,0,0,0,14.3,3,Mar-2005,Dec-2017
Paid,169.78,D5,7 years,Debt consolidation,0,18000,HR Manager,0,1,0,49,32100,57000,255xx,WV,20.27,149,0,0,1,33.9,1,Apr-2005,Feb-2018
Paid,275.94,C1,4 years,Debt consolidation,0,12000,DATA COORDINATOR AND CUSTOMER RELATIONS,2,0,2,NA,19300,41280,922xx,CA,11.74,NA,0,0,0,60.1,0,Mar-2012,Feb-2018
Paid,440.92,B5,10+ years,Credit card refinancing,0,36000,Mental Heath Worker 3,0,0,1,52,70900,60000,049xx,ME,26.66,149,0,0,7,45.2,1,Dec-1988,Feb-2018
Paid,174.39,A4,1 year,Credit card refinancing,0,7000,Licensed Clinical Social Worker,1,1,1,75,16400,71000,060xx,CT,19.13,217,0,1,1,54.5,0,Nov-1999,Feb-2018
Paid,283.26,B4,3 years,Debt consolidation,0,12000,Realtor,0,0,1,67,11400,160000,913xx,CA,7.94,81,3951,1,0,77,0,Mar-2003,Feb-2018
Paid,40.79,C2,3 years,Home improvement,0,1800,Photographer,3,0,1,NA,5500,57000,076xx,NJ,22.06,7,0,3,0,92.9,0,Dec-2004,Feb-2018
Paid,233.06,B3,6 years,Other,0,9800,Driver,2,0,3,93,3900,48000,705xx,LA,7.02,65,0,2,0,0,0,Jul-2000,Feb-2018
Paid,367.91,C1,9 years,Credit card refinancing,0,16000,Manager,1,0,2,99,28200,135000,773xx,TX,14.06,99,0,2,0,63.6,1,Aug-1978,Feb-2018
Paid,190.25,B3,5 years,Other,0,8000,Teacher,1,0,1,88,800,49900,331xx,FL,6.8,91,0,0,1,60.1,0,May-2010,Feb-2018
Paid,232.28,D3,7 years,Credit card refinancing,0,23000,Teacher,1,0,1,74,60800,60000,085xx,NJ,32.14,139,0,0,2,42.5,0,Jan-2000,Feb-2018
Paid,795.76,C5,10+ years,Debt consolidation,0,36000,Deputy 2,0,0,2,50,1900,105000,483xx,MI,8.02,264,0,1,13,61.7,0,Dec-1995,Feb-2018
Paid,111.57,C2,10+ years,Credit card refinancing,3,4925,Receptionist,1,0,0,NA,1800,37000,064xx,CT,3.83,131,0,1,0,70.8,4,Feb-1983,Feb-2018
Paid,905.38,A3,1 year,Debt consolidation,0,36000,teacher,0,0,1,108,64400,10000,724xx,AR,110.56,163,0,0,0,48.8,4,Jan-1987,Feb-2018
Paid,325.06,B5,9 years,Debt consolidation,0,14000,CEO,1,0,0,54,26100,72000,300xx,GA,22.28,41,0,1,0,26,3,Dec-2003,Feb-2018
Paid,452.69,A3,8 years,Other,0,18000,Perfusionist,0,0,0,NA,14400,90000,700xx,LA,11.04,196,0,0,0,63.8,0,Sep-1997,Feb-2018
Paid,370.22,A5,10+ years,Other,0,15000,Sr Systems Analyst,0,0,2,65,49200,82000,329xx,FL,25.6,242,2633,0,1,41.1,1,Oct-1997,Feb-2018
Paid,360.79,C4,4 years,Debt consolidation,0,32000,registered nurse,0,0,0,56,51500,104000,283xx,NC,29.75,175,0,0,1,70.2,1,Apr-1999,Feb-2018
Paid,439.15,C5,5 years,Major purchase,0,40000,Material Flow Coordinator,3,0,2,89,13200,108000,760xx,TX,16.09,160,0,3,7,43.6,0,Aug-2004,Feb-2018
Paid,87.27,C5,4 years,Debt consolidation,1,4000,medical record clerk,0,1,0,80,7200,28000,606xx,IL,39.69,334,710,3,0,36.7,0,Feb-1990,Feb-2018
Paid,179.87,C3,10+ years,Credit card refinancing,0,8000,Head Custodian,0,0,3,97,8900,60000,017xx,MA,11.46,110,0,0,14,8.1,0,Oct-1996,Dec-2017
Paid,903.1,E2,10+ years,Other,0,28000,RN,1,0,2,82,70000,151000,851xx,AZ,20.94,133,0,6,1,50.2,3,Nov-2003,Feb-2018
Paid,770.45,A1,2 years,Debt consolidation,0,30000,Attorney (Partner),1,0,1,NA,74100,220000,392xx,MS,7.02,176,0,0,0,53.4,8,Apr-1997,Feb-2018
Paid,326.95,A3,10+ years,Credit card refinancing,0,13000,Teacher,0,1,1,NA,43500,95000,060xx,CT,5.62,114,0,1,5,23.8,3,Aug-2001,Feb-2018
Paid,322.61,C2,< 1 year,Credit card refinancing,0,27500,Driver Trainer,0,0,0,31,19500,72000,586xx,ND,14.33,76,0,0,2,91.3,1,Apr-2010,Dec-2017
Paid,951.26,B3,10+ years,Debt consolidation,0,40000,LPN,0,0,0,64,53400,110000,989xx,WA,21.68,79,0,2,2,70.7,4,May-1969,Feb-2018
Paid,147.41,D4,9 years,Debt consolidation,1,15000,IT Access Control Manager,0,0,0,17,6000,85000,024xx,MA,7.29,134,0,0,0,96.1,2,Dec-1994,Feb-2018
Paid,459.76,B3,3 years,Other,0,36000,Eligibility worker,0,0,0,84,7800,50000,913xx,CA,39.89,153,0,0,1,28,0,Aug-1986,Feb-2018
Paid,863.83,A5,2 years,Debt consolidation,0,35000,AVP - Compliance,1,0,1,31,42100,100000,282xx,NC,17.54,77,0,0,0,87.1,3,Jan-2006,Feb-2018
Paid,164.84,D2,NA,Home improvement,0,7800,NA,1,0,1,NA,4200,20516,717xx,AR,11.59,243,593,1,0,35.2,0,Sep-1997,Feb-2018
Paid,297.55,A5,1 year,Debt consolidation,1,8000,Staff RN,0,0,2,51,16700,85000,410xx,KY,6.73,98,0,0,0,63.6,3,Dec-1992,Feb-2018
Paid,263.96,E2,< 1 year,Debt consolidation,0,30000,Business Advisor,1,0,2,100,19900,55440,701xx,LA,24.41,161,0,3,0,8,0,Jul-1982,Feb-2018
Paid,194.06,B2,10+ years,Credit card refinancing,0,15000,COO,1,0,0,54,108000,77000,112xx,NY,28.47,89,0,1,9,35.5,0,Dec-1988,Feb-2018
Paid,48.28,B1,10+ years,Moving and relocation,13,2000,Supv Construction,0,0,1,14,40800,110000,951xx,CA,8.13,147,0,2,1,8.6,0,Oct-2003,Feb-2018
Paid,210.75,C1,6 years,Home improvement,0,17500,Mission Support Specialist,1,0,1,92,21700,140219,206xx,MD,23.97,161,0,3,7,39.2,6,Jan-1998,Feb-2018
Paid,348.28,B5,1 year,Debt consolidation,0,15000,Warehouseman,2,0,5,NA,8500,60000,609xx,IL,3.54,36,0,3,0,16,0,Jan-2003,Feb-2018
Paid,973.09,E2,10+ years,Debt consolidation,0,25000,Instructional Leadership Specialist,0,0,0,84,26600,82000,011xx,MA,32.68,191,0,1,1,85.6,2,Jan-2002,Feb-2018
Paid,120.31,B2,9 years,Debt consolidation,1,2500,Cafeteria Manager,0,1,0,71,1500,32000,258xx,WV,29.93,196,0,1,0,39.9,0,Aug-2001,Feb-2018
Paid,135.3,C4,10+ years,Debt consolidation,1,12000,Teacher,1,0,0,36,27800,119000,117xx,NY,12.1,141,140,2,0,39.8,0,Mar-2006,Feb-2018
Paid,192.68,C1,10+ years,Debt consolidation,0,16000,Staff Analyst II,0,1,0,81,11900,55000,924xx,CA,25.66,219,66,1,1,23.9,0,Sep-1999,Feb-2018
Paid,520.09,B5,10+ years,Credit card refinancing,0,22400,Cash Management,0,0,0,52,44900,51000,600xx,IL,26.94,162,0,2,0,75.4,0,Jan-1993,Feb-2018
Paid,726.37,C1,10+ years,Other,1,30000,Postmaster,0,1,0,54,11800,112816,936xx,CA,14.21,44,0,0,2,76.3,1,Sep-1987,Dec-2017
Paid,226.54,C2,< 1 year,Other,1,10000,Treatment Consultant,0,0,1,NA,3800,70000,370xx,TN,1.54,153,0,0,4,87.7,3,Jan-2004,Feb-2018
Paid,72.42,B1,NA,Other,0,3000,NA,1,0,2,100,8200,22300,857xx,AZ,20.34,59,0,0,5,22,0,Apr-1998,Feb-2018
Paid,191.31,C3,10+ years,Credit card refinancing,0,16525,Manager,1,0,3,74,75600,84350,891xx,NV,35.28,153,0,1,0,15.3,3,Jan-1990,Feb-2018
Paid,162.57,C1,10+ years,Debt consolidation,0,13500,Warehouse Manager/Purchaser,0,0,0,31,0,40000,371xx,TN,34.08,56,0,0,0,NA,4,May-2001,Feb-2018
Paid,405.18,C3,10+ years,Credit card refinancing,0,35000,Associate Professor,0,0,1,45,75100,110000,352xx,AL,32.56,279,0,0,1,70.4,4,Sep-1994,Feb-2018
Paid,253.6,D2,10+ years,Debt consolidation,0,12000,self contractor,0,0,0,66,15000,40000,731xx,OK,21.72,24,0,3,0,43.8,1,Apr-2007,Feb-2018
Paid,315.77,A4,1 year,Credit card refinancing,0,12675,Machine operator,0,0,0,69,6000,52000,281xx,NC,15.32,136,76,3,0,36.7,0,May-1999,Feb-2018
Paid,293.58,E1,4 years,Debt consolidation,0,15000,Mail carrier,0,1,0,66,18000,52000,104xx,NY,37.04,31,0,1,1,69.1,0,Jul-2010,Feb-2018
Paid,131.98,E2,10+ years,Home improvement,0,15000,Truck Driver,1,0,1,67,18700,78000,811xx,CO,23.02,199,0,0,1,93.5,0,May-2001,Feb-2018
Paid,360.79,C4,3 years,Debt consolidation,0,32000,Sr. Program Analyst,0,0,1,92,54000,150000,983xx,WA,8.24,239,383,1,5,29.7,4,Sep-1995,Dec-2017
Paid,63.4,D2,10+ years,Other,0,3000,Teacher,0,0,0,92,8800,85000,159xx,PA,11.72,123,0,1,0,81.2,0,Sep-1992,Feb-2018
Paid,193.11,B1,< 1 year,Debt consolidation,0,8000,Teacher,1,0,1,121,11250,51500,605xx,IL,11.02,137,0,0,0,19,0,Dec-2003,Dec-2017
Paid,229.88,B3,10+ years,Credit card refinancing,0,18000,Audio mixer/supervisor,0,0,0,NA,37900,85000,042xx,ME,5.7,196,0,0,1,46.8,3,Aug-2001,Feb-2018
Paid,214.22,C4,NA,Credit card refinancing,0,19000,NA,3,1,1,NA,17400,56000,492xx,MI,23.23,38,0,0,2,78.5,1,Apr-2012,Feb-2018
Paid,254.93,B4,4 years,Credit card refinancing,0,10800,Expert,0,0,0,35,35300,50000,787xx,TX,17.73,83,0,1,1,56,0,Jan-2011,Feb-2018
Paid,990.53,A5,1 year,Debt consolidation,0,20000,director of marketing,0,0,0,47,10500,60000,891xx,NV,24.77,118,0,1,1,19,2,Nov-2005,Feb-2018
Paid,392.34,A3,7 years,Credit card refinancing,0,3500,Legal Secretary,0,0,0,61,49300,24990,631xx,MO,13.3,137,0,1,0,8.8,0,May-1997,Feb-2018
Paid,219.96,E2,10+ years,Home improvement,1,25000,AB/Crane Operator,0,0,1,53,7600,94000,366xx,AL,31.37,146,0,4,6,63.8,2,Nov-2003,Feb-2018
Paid,1012.59,A4,< 1 year,Debt consolidation,0,6500,Corporate Recruiter,0,0,0,87,23600,55000,330xx,FL,18.77,72,0,0,0,31.8,0,Jun-2010,Feb-2018
Paid,225.93,B3,5 years,Debt consolidation,0,9500,Construction,0,0,0,73,15600,50000,907xx,CA,22.73,137,0,1,1,22.2,2,Aug-2003,Feb-2018
Paid,46.44,B5,4 years,Home buying,0,2000,Aircraft Mechanic,1,0,0,69,5600,58000,919xx,CA,16.97,96,0,2,5,86.6,0,Dec-2009,Feb-2018
Paid,517.51,B2,4 years,Credit card refinancing,0,40000,Executive VP Operations,0,0,0,68,27500,250000,913xx,CA,13.66,128,0,0,2,88.5,3,Oct-1996,Feb-2018
Paid,151.48,D3,1 year,Debt consolidation,0,15000,Express Driver,0,0,0,33,9900,31000,410xx,KY,58.46,184,410,4,0,89.3,3,Aug-2002,Feb-2018
Paid,118.47,A5,10+ years,Other,0,4800,Forklift Driver,2,0,0,101,34100,42642,475xx,IN,11.48,112,0,3,1,2.1,0,Jul-1999,Dec-2017
Paid,175.97,C2,10+ years,Debt consolidation,0,15000,teacher,0,0,2,32,81100,48000,891xx,NV,40.88,130,0,1,1,42.8,3,Mar-2000,Dec-2017
Paid,361.28,C1,1 year,Debt consolidation,0,30000,Foreman,0,0,1,48,31500,76000,921xx,CA,30.83,131,0,1,0,26.7,1,Dec-1999,Feb-2018
Paid,199.33,A2,NA,Debt consolidation,0,7850,NA,0,0,0,31,27400,150000,662xx,KS,11.98,127,0,0,0,18.3,4,Dec-1998,Feb-2018
Paid,394.61,C4,6 years,Debt consolidation,0,35000,solution specialist RN,0,0,1,69,13000,64000,644xx,MO,12.83,122,0,0,0,90.3,1,Oct-2007,Feb-2018
Paid,201.71,D4,9 years,Credit card refinancing,0,20525,Director of Quality,1,0,1,65,15000,125000,210xx,MD,26.65,170,0,1,0,44.4,2,Oct-2003,Feb-2018
Paid,131.58,A2,3 years,Debt consolidation,0,4000,Manager,0,0,0,NA,22000,40000,331xx,FL,5.88,60,0,0,0,2.5,1,Jul-2009,Feb-2018
Paid,201.55,C4,9 years,Debt consolidation,0,9100,Service engineer,1,0,3,89,0,69000,212xx,MD,15.83,82,0,1,0,NA,3,Oct-1989,Feb-2018
Paid,431.27,B2,10+ years,Moving and relocation,0,18000,Work Lead,0,0,0,82,19500,50000,787xx,TX,13.95,120,199,2,0,34.4,2,Mar-2004,Feb-2018
Paid,5868.73,D2,10+ years,Debt consolidation,0,35000,Teacher,0,0,0,20,8100,45000,980xx,WA,13.79,129,0,0,1,36.7,0,Mar-2007,Dec-2017
Paid,919.78,C1,< 1 year,Credit card refinancing,0,40000,Nurse Practitioner,0,0,0,53,36200,103000,705xx,LA,15.7,160,0,0,0,83.7,0,Aug-2004,Feb-2018
Paid,566.36,C2,< 1 year,Debt consolidation,1,25000,department manager,0,0,0,NA,17500,34000,231xx,VA,19.48,163,0,0,0,62.6,3,May-2001,Dec-2017
Paid,183.73,B5,10+ years,Credit card refinancing,0,15000,Budget Analyst,1,0,2,62,28400,65000,782xx,TX,28.31,171,0,1,0,71.1,2,May-2003,Feb-2018
Paid,226.35,A3,2 years,Debt consolidation,1,9000,Traffic Signal Tech,0,0,0,NA,36400,70000,852xx,AZ,24.65,175,0,2,5,26.3,6,May-2003,Feb-2018
Paid,83.59,B5,5 years,Major purchase,0,3600,Production Manager,2,0,1,79,10100,80000,322xx,FL,13.62,146,54,1,0,77.3,0,Mar-2004,Feb-2018
Paid,135.93,C2,9 years,Debt consolidation,0,6000,Technician,0,0,0,53,9100,50000,919xx,CA,20.12,132,0,1,1,88.3,0,Nov-2005,Feb-2018
Paid,386.31,C1,NA,Home improvement,1,16800,NA,1,0,3,72,17700,40000,438xx,OH,19.62,55,0,1,0,22.7,0,Mar-2013,Feb-2018
Paid,115.62,E2,4 years,Debt consolidation,0,6000,Community Living Facilitator,1,1,2,109,3500,38500,982xx,WA,30.3,151,0,1,3,94.7,0,Jun-1995,Feb-2018
Paid,282.52,B1,3 years,Medical expenses,0,5000,Customer service,0,1,0,NA,15000,28000,539xx,WI,5.49,140,0,0,0,19.3,0,Apr-2006,Feb-2018
Paid,175.97,C2,7 years,Debt consolidation,0,15000,Teacher,1,0,1,97,55300,63000,932xx,CA,29.54,110,0,3,0,72.3,3,Dec-2005,Dec-2017
Paid,393.18,B1,< 1 year,Credit card refinancing,0,30000,Level 4 Mechanic,1,0,1,61,0,67000,160xx,PA,15.01,39,0,0,6,NA,2,Aug-2013,Feb-2018
Paid,227.83,A5,1 year,Credit card refinancing,0,4600,Dental Hygienist,0,0,2,NA,21300,70000,473xx,IN,19.53,123,0,0,1,30.4,1,Dec-2005,Feb-2018
Paid,166.03,B3,3 years,Debt consolidation,0,13000,Child Development Associate,1,0,1,61,9500,32000,980xx,WA,25.17,117,0,0,2,52.7,0,Jul-2005,Feb-2018
Paid,442.94,A4,5 years,Debt consolidation,0,32000,Accountant,0,0,0,40,28700,132000,201xx,VA,13.6,175,0,0,0,42,1,Jun-1984,Feb-2018
Paid,246.81,A5,10+ years,Home buying,0,10000,Navigator,1,0,1,NA,14400,65000,103xx,NY,2.12,NA,0,0,0,26.3,1,Sep-2003,Feb-2018
Paid,249.03,D2,< 1 year,Debt consolidation,0,24000,International Logistics Manager Latam,0,0,1,41,116000,95000,333xx,FL,49.15,183,0,0,0,91.3,2,Jan-2002,Feb-2018
Paid,113.28,C2,9 years,Home improvement,0,5000,Respiratory Therapist,2,1,3,29,8600,65000,972xx,OR,14.14,45,0,0,1,85.1,2,Jun-1999,Feb-2018
Paid,67.45,C3,10+ years,Medical expenses,0,3000,credit counselor,1,0,2,NA,29200,50000,330xx,FL,25.8,NA,3431,0,0,62,0,Nov-1988,Feb-2018
Paid,958.38,B2,10+ years,Credit card refinancing,0,40000,Police Officer,0,0,0,82,11300,103000,890xx,NV,19.1,142,0,0,0,53,2,Jan-2004,Feb-2018
Paid,244.35,C5,10+ years,Debt consolidation,0,11200,Owner,3,0,2,92,6700,80000,300xx,GA,27.81,173,0,7,3,41.7,1,Aug-1993,Feb-2018
Paid,157.24,D4,10+ years,Debt consolidation,0,16000,Director,1,0,0,62,10400,85000,782xx,TX,35.15,87,0,9,2,88.5,3,May-1991,Feb-2018
Paid,106.05,E4,10+ years,Debt consolidation,1,12750,Manager Business transformation,0,0,1,78,17800,141000,212xx,MD,14.33,146,56,1,0,85.6,0,Aug-1994,Feb-2018
Paid,271.85,C2,2 years,Credit card refinancing,0,12000,Safety,1,0,4,84,16800,160000,255xx,WV,9.76,143,0,0,0,39.8,0,Jan-2006,Feb-2018
Paid,553.67,A4,4 years,Medical expenses,0,40000,Director of Internal Audit,0,0,1,NA,49000,450000,752xx,TX,5.34,139,0,0,0,4.8,1,Oct-2005,Feb-2018
Paid,501.21,C2,< 1 year,Other,1,11000,Shift manager,0,0,0,71,20600,68000,117xx,NY,14.44,23,0,1,0,34.9,0,Jul-2011,Feb-2018
Paid,100.64,B2,4 years,Credit card refinancing,0,4200,Route Driver,0,0,0,66,12600,41000,800xx,CO,32.76,41,0,0,0,45,0,Apr-2014,Feb-2018
Paid,302.97,D3,NA,Major purchase,0,30000,NA,1,0,1,86,11900,40000,112xx,NY,32.55,70,0,0,9,50,0,Nov-1994,Dec-2017
Paid,72.42,B1,4 years,Credit card refinancing,0,3000,Driver,1,1,2,NA,9200,25000,799xx,TX,9.51,132,0,0,0,46.4,0,Nov-2005,Feb-2018
Paid,274.47,C5,2 years,Debt consolidation,0,25000,Surgical Tech,0,0,0,86,0,60000,021xx,MA,12.4,51,0,1,0,NA,0,Dec-2011,Feb-2018
Paid,399.83,A4,10+ years,Credit card refinancing,0,8000,Quality Supervisor,0,0,1,42,37000,125000,890xx,NV,20.1,162,0,0,1,66.4,6,Nov-2000,Feb-2018
Paid,301.07,C1,NA,Debt consolidation,0,25000,NA,0,0,3,100,9300,71000,859xx,AZ,9.63,1,0,0,0,61,2,Mar-2002,Feb-2018
Paid,134.9,C3,2 years,Credit card refinancing,0,6000,Business Ops Analyst,0,0,0,107,10800,42000,410xx,KY,6.74,64,0,1,0,55,0,Aug-2012,Feb-2018
Paid,110.74,C4,NA,Debt consolidation,0,5000,NA,1,1,1,81,0,30000,460xx,IN,21.28,68,0,2,0,NA,2,Mar-2000,Feb-2018
Paid,94.43,B4,NA,Credit card refinancing,0,4000,NA,0,1,0,16,19200,14765,810xx,CO,26.1,32,0,0,1,52.3,0,Dec-2006,Feb-2018
Paid,377.29,D5,NA,Debt consolidation,0,40000,NA,0,0,0,48,16300,28656,935xx,CA,59.13,151,0,0,2,64.4,0,May-2005,Feb-2018
Paid,407.32,B2,NA,Credit card refinancing,0,17000,NA,1,1,2,79,4000,95000,852xx,AZ,17.29,150,0,1,3,53.2,0,May-1980,Feb-2018
Paid,287.52,B2,10+ years,Debt consolidation,2,12000,Police Officer,0,1,0,16,25450,125000,207xx,MD,8.63,132,0,0,0,53,0,Apr-2004,Feb-2018
Paid,110.92,C5,6 years,Home buying,1,2525,Server,0,0,1,149,4200,42000,328xx,FL,4.69,133,0,0,0,73.9,0,Nov-2006,Feb-2018
Paid,453.08,C2,4 years,Debt consolidation,0,20000,executive chef,0,0,1,NA,17800,90000,113xx,NY,4.79,NA,0,0,0,54.9,0,Jan-2013,Feb-2018
Paid,696.55,B5,1 year,Debt consolidation,0,30000,Driver,1,0,1,NA,20900,70000,716xx,AR,17.16,84,0,4,3,50.8,0,Apr-2005,Feb-2018
Paid,149.53,C2,10+ years,Debt consolidation,0,6600,computer operator,1,0,2,56,38100,43800,941xx,CA,35.53,41,0,1,1,40,0,May-1997,Feb-2018
Paid,74.04,A5,1 year,Debt consolidation,0,3000,electrician,1,0,2,69,12800,41000,378xx,TN,24.81,83,0,0,4,48.6,2,Jul-2008,Feb-2018
Paid,147.63,E5,10+ years,Debt consolidation,0,18000,Service Manager,1,0,1,NA,50200,42000,327xx,FL,18.01,121,0,1,1,40.9,2,Aug-2004,Feb-2018
Paid,1029.55,A1,1 year,Debt consolidation,0,20000,Sr. Manager,0,0,2,80,83100,120000,303xx,GA,18.84,149,0,2,1,22.5,3,May-1999,Feb-2018
Paid,272.13,A5,4 years,Debt consolidation,0,9000,RN,0,0,2,56,21300,72000,800xx,CO,12.58,61,0,0,1,42.7,0,Nov-2012,Feb-2018
Paid,278.62,B5,4 years,Home improvement,0,12000,Truck driver,0,0,0,64,5800,35000,608xx,IL,22.26,77,3969,7,0,18.1,0,May-2009,Dec-2017
Paid,231.14,A1,5 years,Credit card refinancing,0,9000,Project Engineer,0,0,0,60,38400,85000,303xx,GA,20.57,153,0,0,0,35.2,0,Mar-2005,Feb-2018
Paid,246.81,A5,NA,Debt consolidation,0,10000,NA,0,0,0,80,18700,65000,207xx,MD,4.27,124,0,0,0,17.5,1,Sep-2005,Feb-2018
Paid,132.89,C4,3 years,Debt consolidation,0,6000,Security,1,0,1,NA,1000,30000,908xx,CA,4.25,34,0,0,0,67.7,0,Sep-2009,Feb-2018
Paid,118.47,A5,5 years,Debt consolidation,0,4800,Decorator,0,0,0,82,11500,50000,752xx,TX,23.52,34,0,0,0,23.7,0,Mar-2014,Feb-2018
Paid,19.58,E1,1 year,Other,0,1000,Order selector,1,0,2,138,11500,40000,782xx,TX,2.76,122,0,0,0,0,0,Oct-2007,Feb-2018
Paid,174.14,B5,10+ years,Debt consolidation,2,7500,Vice President - Project Management,1,0,1,69,85100,130000,115xx,NY,31.11,138,0,1,0,55.3,1,Jan-1984,Feb-2018
Paid,246.81,A5,6 years,Major purchase,0,10000,BI Architect,0,1,1,64,16000,115000,305xx,GA,12.57,208,0,1,0,52,2,Aug-2000,Feb-2018
Paid,186.8,D3,10+ years,Debt consolidation,0,8975,District Manager,0,0,3,72,500,57068,747xx,OK,25.05,225,0,2,0,60.2,4,Mar-1999,Feb-2018
Paid,231.73,B1,5 years,Credit card refinancing,0,9600,Security Forces,1,0,2,78,10000,50000,720xx,AR,19.15,60,0,1,3,49.3,0,Mar-2012,Feb-2018
Paid,112.42,C3,4 years,Home improvement,1,5000,Nurse,1,0,0,55,21700,55000,731xx,OK,32.62,183,0,1,1,95.3,2,Sep-2002,Feb-2018
Paid,103.77,D2,1 year,Debt consolidation,0,10000,Aircraft Mechanic II,0,0,0,5,9300,75000,919xx,CA,18.35,145,0,2,2,88.4,0,Oct-2005,Feb-2018
Paid,370.45,C3,< 1 year,Credit card refinancing,0,32000,Systems Engineering Manager,3,0,7,69,74500,220000,275xx,NC,21.09,158,0,4,0,62.2,6,Oct-2004,Feb-2018
Paid,277.84,C3,4 years,Debt consolidation,0,24000,Robot Doctor,0,0,1,66,5300,56000,403xx,KY,8.57,168,0,2,1,2.4,2,Dec-2003,Dec-2017
Paid,171.66,D1,10+ years,Medical expenses,2,8000,field network technician,1,0,0,19,4900,65000,064xx,CT,16.41,141,0,1,2,78.3,0,Mar-2006,Feb-2018
